id_FallAssessment,id_block_plot_sp_h2o,block,plot,tree,location,sp,h2o,bd_mm,ba_mm2,ba_cm2,ba_m2,ba_m2_m2,ba_m2_ha,ht_cm,status6_live_dead,lbio,agbio,wbio
513LALA,513LALAL,5,13,C6,C,LALA,L,37.67,1114.51,11.15,0.00111450529806,0.000278626324515,2.7863,368,alive,192.47,642.08,449.603163841225
513LALA,513LALAL,5,13,D2,C,LALA,L,28.86,654.16,6.54,0.00065415934584,0.00016353983646,1.6354,356,alive,107.75,310.96,203.213208399728
513LALA,513LALAL,5,13,D3,C,LALA,L,40.97,1318.33,13.18,0.00131832602286,0.000329581505715,3.2958,435,alive,231.09,806.94,575.845287813953
513LALA,513LALAL,5,13,D4,C,LALA,L,34.39,928.87,9.29,0.00092887066734,0.000232217666835,2.3222,389,alive,157.84,501.09,343.24898220615
513LALA,513LALAL,5,13,D5,C,LALA,L,26.71,560.32,5.60,0.00056032328814,0.000140080822035,1.4008,351,alive,91.03,251.89,160.853380883504
513LALA,513LALAL,5,13,D6,C,LALA,L,34.88,955.53,9.56,0.00095552894976,0.00023888223744,2.3888,412,alive,162.78,520.76,357.980285865953
513LALA,513LALAL,5,13,E2,C,LALA,L,39.51,1226.04,12.26,0.00122604089454,0.000306510223635,3.0651,412,alive,213.54,731.06,517.523408616859
513LALA,513LALAL,5,13,E3,C,LALA,L,37.1,1081.03,10.81,0.001081032414,0.0002702581035,2.7026,402,alive,186.19,615.98,429.791079010105
513LALA,513LALAL,5,13,E4,C,LALA,L,28.54,639.73,6.40,0.00063973311864,0.00015993327966,1.5993,355,alive,105.17,301.67,196.503565300664
513LALA,513LALAL,5,13,E5,C,LALA,L,35.93,1013.92,10.14,0.00101392383246,0.000253480958115,2.5348,389,alive,173.64,564.53,390.897307093157
513LALA,513LALAL,5,13,E6,C,LALA,L,35.64,997.62,9.98,0.00099762261984,0.00024940565496,2.4941,414,alive,170.60,552.22,381.620119675636
513LALA,513LALAL,5,13,F2,C,LALA,L,36.6,1052.09,10.52,0.001052090424,0.000263022606,2.6302,384,alive,180.77,593.65,412.880372229745
513LALA,513LALAL,5,13,F3,C,LALA,L,46.51,1698.96,16.99,0.00169896165054,0.000424740412635,4.2474,437,alive,304.60,1139.57,834.971473608947
513LALA,513LALAL,5,13,F4,C,LALA,L,43.49,1485.49,14.85,0.00148548993054,0.000371372482635,3.7137,435,alive,263.17,949.27,686.101856786445
513LALA,513LALAL,5,13,F5,C,LALA,L,46.03,1664.07,16.64,0.00166407481086,0.000416018702715,4.1602,400,alive,297.80,1107.85,810.052001777843
513LALA,513LALAL,5,13,F6,C,LALA,L,30.9,749.91,7.50,0.000749907774,0.0001874769435,1.8748,333,alive,125.03,374.49,249.456494211474
518ACSA,518ACSAL,5,18,B2,C,ACSA,L,26.43,548.64,5.49,0.00054863716446,0.000137159291115,1.3716,184,alive,127.84,359.77,231.923842555089
518ACSA,518ACSAL,5,18,B3,C,ACSA,L,23.75,443.01,4.43,0.0004430146875,0.000110753671875,1.1075,176,alive,99.84,264.58,164.737318305088
518ACSA,518ACSAL,5,18,B4,C,ACSA,L,21.47,362.04,3.62,0.00036203869086,9.0509672715E-05,0.9051,170,alive,79.06,197.95,118.894945477456
518ACSA,518ACSAL,5,18,B5,C,ACSA,L,18.63,272.59,2.73,0.00027259419726,6.8148549315E-05,0.6815,175,alive,56.95,131.66,74.7115947715985
518ACSA,518ACSAL,5,18,B6,C,ACSA,L,28.13,621.48,6.21,0.00062148458526,0.000155371146315,1.5537,225,alive,147.67,430.37,282.700968693151
518ACSA,518ACSAL,5,18,C2,C,ACSA,L,25.35,504.72,5.05,0.0005047157115,0.000126178927875,1.2618,153,alive,116.09,319.11,203.023609914284
518ACSA,518ACSAL,5,18,C3,C,ACSA,L,19.04,284.72,2.85,0.00028472446464,7.118111616E-05,0.7118,167,alive,59.89,140.16,80.2729891123681
518ACSA,518ACSAL,5,18,C4,C,ACSA,L,21.27,355.33,3.55,0.00035532509166,8.8831272915E-05,0.8883,174,alive,77.37,192.70,115.333273793317
518ACSA,518ACSAL,5,18,C5,C,ACSA,L,28.97,659.16,6.59,0.00065915551086,0.000164788877715,1.6479,205,alive,158.06,468.35,310.286727136359
518ACSA,518ACSAL,5,18,C6,C,ACSA,L,27.1,576.81,5.77,0.000576805614,0.0001442014035,1.4420,206,alive,135.46,386.61,251.146989486931
518ACSA,518ACSAL,5,18,D2,C,ACSA,L,27.81,607.43,6.07,0.00060742529694,0.000151856324235,1.5186,206,alive,143.81,416.45,272.633583958792
518ACSA,518ACSAL,5,18,D3,C,ACSA,L,25.64,516.33,5.16,0.00051632949984,0.00012908237496,1.2908,207,alive,119.18,329.72,210.535714975699
518ACSA,518ACSAL,5,18,D4,C,ACSA,L,13.3,138.93,1.39,0.000138929406,3.47323515E-05,0.3473,133,alive,26.12,49.97,23.8514309886973
518ACSA,518ACSAL,5,18,D5,C,ACSA,L,25.51,511.11,5.11,0.00051110698254,0.000127776745635,1.2778,190,alive,117.79,324.93,207.145963171427
518ACSA,518ACSAL,5,18,D6,C,ACSA,L,27.14,578.51,5.79,0.00057850961784,0.00014462740446,1.4463,190,alive,135.93,388.25,252.326712251324
518ACSA,518ACSAL,5,18,E2,C,ACSA,L,20.08,316.68,3.17,0.00031667830656,7.916957664E-05,0.7917,165,alive,67.72,163.31,95.5863780016106
518ACSA,518ACSAL,5,18,E3,C,ACSA,L,19.28,291.95,2.92,0.00029194763136,7.298690784E-05,0.7299,159,alive,61.65,145.30,83.6514261420593
518ACSA,518ACSAL,5,18,E4,C,ACSA,L,18.22,260.73,2.61,0.00026072798136,6.518199534E-05,0.6518,171,alive,54.09,123.50,69.4100542293488
518ACSA,518ACSAL,5,18,E5,C,ACSA,L,29.64,690.00,6.90,0.00068999714784,0.00017249928696,1.7250,212,alive,166.65,500.17,333.519014942972
518ACSA,518ACSAL,5,18,E6,C,ACSA,L,22.85,410.08,4.10,0.0004100750115,0.000102518752875,1.0252,167,alive,91.31,236.77,145.46256289848
518ACSA,518ACSAL,5,18,F2,C,ACSA,L,26.26,541.60,5.42,0.00054160210104,0.00013540052526,1.3540,182,alive,125.95,353.16,227.205808580867
518ACSA,518ACSAL,5,18,F3,C,ACSA,L,22.1,383.60,3.84,0.000383597214,9.58993035E-05,0.9590,172,alive,84.53,215.11,130.586294318657
518ACSA,518ACSAL,5,18,F4,C,ACSA,L,26.75,562.00,5.62,0.0005620027875,0.000140500696875,1.4050,170,alive,131.45,372.43,240.979184848102
518ACSA,518ACSAL,5,18,F5,C,ACSA,L,18.54,269.97,2.70,0.00026996679864,6.749169966E-05,0.6749,137,alive,56.31,129.84,73.5257922343527
518ACSA,518ACSAL,5,18,F6,C,ACSA,L,18.57,270.84,2.71,0.00027084118446,6.7710296115E-05,0.6771,105,alive,56.52,130.44,73.9196724379918
520PIGL,520PIGLL,5,20,B2,C,PIGL,L,24.88,486.17,4.86,0.00048617390976,0.00012154347744,1.2154,145,alive,181.34,336.07,154.729495833402
520PIGL,520PIGLL,5,20,B3,C,PIGL,L,31.28,768.47,7.68,0.00076846551936,0.00019211637984,1.9212,148,alive,300.50,578.61,278.106314182475
520PIGL,520PIGLL,5,20,B4,C,PIGL,L,23.93,449.76,4.50,0.00044975530446,0.000112438826115,1.1244,135,alive,166.41,306.41,139.99473734791
520PIGL,520PIGLL,5,20,B5,C,PIGL,L,41.39,1345.49,13.45,0.00134549395134,0.000336373487835,3.3637,181,alive,557.45,1124.75,567.301740018382
520PIGL,520PIGLL,5,20,B6,C,PIGL,L,28.22,625.47,6.25,0.00062546774136,0.00015636693534,1.5637,138,alive,239.44,453.18,213.738146940361
520PIGL,520PIGLL,5,20,C2,C,PIGL,L,23.8,444.88,4.45,0.000444881976,0.000111220494,1.1122,165,alive,164.43,302.47,138.046931000008
520PIGL,520PIGLL,5,20,C3,C,PIGL,L,23.85,446.75,4.47,0.0004467531915,0.000111688297875,1.1169,126,alive,165.19,303.98,138.794148938766
520PIGL,520PIGLL,5,20,C4,C,PIGL,L,31.96,802.24,8.02,0.00080224023264,0.00020056005816,2.0056,130,alive,315.10,608.91,293.803916623574
520PIGL,520PIGLL,5,20,C5,C,PIGL,L,7.97,49.89,0.50,4.988931486E-05,1.2472328715E-05,0.1247,60,alive,14.71,22.54,7.83257709313047
520PIGL,520PIGLL,5,20,C6,C,PIGL,L,29.77,696.06,6.96,0.00069606302766,0.000174015756915,1.7402,143,alive,269.42,514.50,245.075771538202
520PIGL,520PIGLL,5,20,D2,C,PIGL,L,27.28,584.49,5.84,0.00058449342336,0.00014612335584,1.4612,172,alive,222.20,418.17,195.971973937264
520PIGL,520PIGLL,5,20,D3,C,PIGL,L,22.04,381.52,3.82,0.00038151716064,9.537929016E-05,0.9538,152,alive,138.79,252.06,113.267680422547
520PIGL,520PIGLL,5,20,D4,C,PIGL,L,31.33,770.92,7.71,0.00077092421406,0.000192731053515,1.9273,182,alive,301.56,580.80,279.242998181471
520PIGL,520PIGLL,5,20,D5,C,PIGL,L,30.85,747.48,7.47,0.0007474828515,0.000186870712875,1.8687,160,alive,291.46,559.91,268.445163997172
520PIGL,520PIGLL,5,20,D6,C,PIGL,L,32.63,836.23,8.36,0.00083622865326,0.000209057163315,2.0906,163,alive,329.86,639.64,309.778069855866
520PIGL,520PIGLL,5,20,E2,C,PIGL,L,25.83,524.01,5.24,0.00052401016206,0.000131002540515,1.3100,204,alive,196.97,367.33,170.357619365891
520PIGL,520PIGLL,5,20,E3,C,PIGL,L,28.22,625.47,6.25,0.00062546774136,0.00015636693534,1.5637,194,alive,239.44,453.18,213.738146940361
520PIGL,520PIGLL,5,20,E4,C,PIGL,L,17.41,238.06,2.38,0.00023806110174,5.9515275435E-05,0.5952,85,alive,82.49,144.02,61.5348333328195
520PIGL,520PIGLL,5,20,E5,C,PIGL,L,31.79,793.73,7.94,0.00079372846014,0.000198432115035,1.9843,182,alive,311.42,601.25,289.831091235512
520PIGL,520PIGLL,5,20,E6,C,PIGL,L,24.83,484.22,4.84,0.00048422179806,0.000121055449515,1.2106,155,alive,180.54,334.47,153.931860703237
520PIGL,520PIGLL,5,20,F2,C,PIGL,L,21.83,374.28,3.74,0.00037428150606,9.3570376515E-05,0.9357,159,alive,135.89,246.39,110.505891279985
520PIGL,520PIGLL,5,20,F3,C,PIGL,L,27.23,582.35,5.82,0.00058235281566,0.000145588203915,1.4559,141,alive,221.30,416.35,195.052766287982
520PIGL,520PIGLL,5,20,F4,C,PIGL,L,31.41,774.87,7.75,0.00077486629374,0.000193716573435,1.9372,152,alive,303.26,584.33,281.067470624243
520PIGL,520PIGLL,5,20,F5,C,PIGL,L,38.03,1135.91,11.36,0.00113590901886,0.000283977254715,2.8398,215,alive,462.47,920.00,457.537543164572
520PIGL,520PIGLL,5,20,F6,C,PIGL,L,23.17,421.64,4.22,0.00042164112606,0.000105410281515,1.0541,136,alive,154.98,283.81,128.83846082982
63BEPA,63BEPAL,6,3,B2,C,BEPA,L,39.88,1249.11,12.49,0.00124911146976,0.00031227786744,3.1228,390,alive,241.68,937.43,695.755566890979
63BEPA,63BEPAL,6,3,B3,C,BEPA,L,28.62,643.32,6.43,0.00064332459576,0.00016083114894,1.6083,257,alive,122.29,433.49,311.203144629626
63BEPA,63BEPAL,6,3,B4,C,BEPA,L,33.56,884.58,8.85,0.00088457528544,0.00022114382136,2.2114,388,alive,169.58,627.69,458.103542754732
63BEPA,63BEPAL,6,3,B5,C,BEPA,L,20.49,329.74,3.30,0.00032974241454,8.2435603635E-05,0.8244,331,alive,61.58,199.35,137.767810997379
63BEPA,63BEPAL,6,3,B6,C,BEPA,L,12.16,116.13,1.16,0.00011613364224,2.903341056E-05,0.2903,160,alive,21.09,59.27,38.1729906531706
63BEPA,63BEPAL,6,3,C2,C,BEPA,L,22.33,391.62,3.92,0.00039162313806,9.7905784515E-05,0.9791,265,alive,73.47,243.46,169.990400998099
63BEPA,63BEPAL,6,3,C3,C,BEPA,L,24.79,482.66,4.83,0.00048266293614,0.000120665734035,1.2067,392,alive,91.05,310.41,219.359725048747
63BEPA,63BEPAL,6,3,C4,C,BEPA,L,19.21,289.83,2.90,0.00028983152814,7.2457882035E-05,0.7246,256,alive,53.94,171.59,117.646519616668
63BEPA,63BEPAL,6,3,C5,C,BEPA,L,36.25,1032.06,10.32,0.0010320646875,0.000258016171875,2.5802,411,alive,198.67,750.91,552.238281495468
63BEPA,63BEPAL,6,3,C6,C,BEPA,L,29.58,687.21,6.87,0.00068720646456,0.00017180161614,1.7180,334,alive,130.86,468.05,337.188500416371
63BEPA,63BEPAL,6,3,D2,C,BEPA,L,19,283.53,2.84,0.0002835294,7.088235E-05,0.7088,189,alive,52.74,167.26,114.521226867553
63BEPA,63BEPAL,6,3,D3,C,BEPA,L,24.49,471.05,4.71,0.00047105158254,0.000117762895635,1.1776,397,alive,88.80,301.75,212.944870195216
63BEPA,63BEPAL,6,3,D4,C,BEPA,L,20.17,319.52,3.20,0.00031952341806,7.9880854515E-05,0.7988,274,alive,59.62,192.18,132.563461527283
63BEPA,63BEPAL,6,3,D5,C,BEPA,L,27.68,601.76,6.02,0.00060175965696,0.00015043991424,1.5044,380,alive,114.19,401.11,286.926318446438
63BEPA,63BEPAL,6,3,D6,C,BEPA,L,28.09,619.72,6.20,0.00061971837774,0.000154929594435,1.5493,357,alive,117.69,415.06,297.374107608274
63BEPA,63BEPAL,6,3,E2,C,BEPA,L,40.93,1315.75,13.16,0.00131575305246,0.000328938263115,3.2894,437,alive,254.92,995.81,740.890469086252
63BEPA,63BEPAL,6,3,E3,C,BEPA,L,35.21,973.70,9.74,0.00097369501614,0.000243423754035,2.4342,390,alive,187.14,701.78,514.631341825293
63BEPA,63BEPAL,6,3,E4,C,BEPA,L,15.31,184.09,1.84,0.00018409469694,4.6023674235E-05,0.4602,218,alive,33.85,101.25,67.3959068854856
63BEPA,63BEPAL,6,3,E5,C,BEPA,L,20.74,337.84,3.38,0.00033783792504,8.445948126E-05,0.8446,338,alive,63.13,205.05,141.915255416533
63BEPA,63BEPAL,6,3,E6,C,BEPA,L,22.17,386.03,3.86,0.00038603109006,9.6507772515E-05,0.9651,224,alive,72.39,239.42,167.031092317604
63BEPA,63BEPAL,6,3,F2,C,BEPA,L,21.78,372.57,3.73,0.00037256894136,9.314223534E-05,0.9314,300,alive,69.80,229.75,159.944329145228
63BEPA,63BEPAL,6,3,F3,C,BEPA,L,28.92,656.88,6.57,0.00065688217056,0.00016422054264,1.6422,361,alive,124.94,444.13,319.193442677656
63BEPA,63BEPAL,6,3,F4,C,BEPA,L,24.62,476.07,4.76,0.00047606581176,0.00011901645294,1.1902,340,alive,89.77,305.49,215.711026840986
63BEPA,63BEPAL,6,3,F5,C,BEPA,L,33.8,897.27,8.97,0.000897272376,0.000224318094,2.2432,425,alive,172.08,638.17,466.088766896633
63BEPA,63BEPAL,6,3,F6,C,BEPA,L,31.71,789.74,7.90,0.00078973862814,0.000197434657035,1.9743,398,alive,150.94,550.17,399.222421417689
69LALA,69LALAL,6,9,B2,C,LALA,L,34.71,946.24,9.46,0.00094623743214,0.000236559358035,2.3656,319,alive,161.05,513.88,352.824449137773
69LALA,69LALAL,6,9,B3,C,LALA,L,31.24,766.50,7.67,0.00076650139104,0.00019162534776,1.9163,316,alive,128.05,385.81,257.761875131009
69LALA,69LALAL,6,9,B4,C,LALA,L,39.39,1218.60,12.19,0.00121860472734,0.000304651181835,3.0465,365,alive,212.13,725.03,512.906201058984
69LALA,69LALAL,6,9,B5,C,LALA,L,31.9,799.23,7.99,0.000799230894,0.0001998077235,1.9981,324,alive,134.01,408.39,274.385684469905
69LALA,69LALAL,6,9,B6,C,LALA,L,36.26,1032.63,10.33,0.00103263418104,0.00025815854526,2.5816,315,alive,177.13,578.76,401.628464327563
69LALA,69LALAL,6,9,C2,C,LALA,L,42.14,1394.70,13.95,0.00139469729784,0.00034867432446,3.4867,404,alive,245.71,871.20,625.499034825717
69LALA,69LALAL,6,9,C3,C,LALA,L,29.82,698.40,6.98,0.00069840312696,0.00017460078174,1.7460,352,alive,115.71,339.93,224.218457094021
69LALA,69LALAL,6,9,C4,C,LALA,L,33.54,883.52,8.84,0.00088352127864,0.00022088031966,2.2088,332,alive,149.47,468.09,318.627512826967
69LALA,69LALAL,6,9,C5,C,LALA,L,34.74,947.87,9.48,0.00094787381304,0.00023696845326,2.3697,346,alive,161.36,515.09,353.730820495746
69LALA,69LALAL,6,9,C6,C,LALA,L,45.26,1608.87,16.09,0.00160886645304,0.00040221661326,4.0222,388,alive,287.05,1058.14,771.080756347561
69LALA,69LALAL,6,9,D2,C,LALA,L,37.04,1077.54,10.78,0.00107753864064,0.00026938466016,2.6938,402,alive,185.53,613.27,427.738793244771
69LALA,69LALAL,6,9,D3,C,LALA,L,31.5,779.31,7.79,0.00077931315,0.0001948282875,1.9483,353,alive,130.38,394.61,264.231184143886
69LALA,69LALAL,6,9,D4,C,LALA,L,33.36,874.06,8.74,0.00087406349184,0.00021851587296,2.1852,364,alive,147.73,461.29,313.563518022327
69LALA,69LALAL,6,9,D5,C,LALA,L,42.94,1448.15,14.48,0.00144815476344,0.00036203869086,3.6204,401,alive,255.98,916.95,660.978251072597
69LALA,69LALAL,6,9,D6,C,LALA,L,44.4,1548.31,15.48,0.001548306144,0.000387076536,3.8708,438,alive,275.31,1004.31,728.998000808947
69LALA,69LALAL,6,9,E2,C,LALA,L,38.93,1190.31,11.90,0.00119030896446,0.000297577241115,2.9758,383,alive,206.77,702.22,495.451603466525
69LALA,69LALAL,6,9,E3,C,LALA,L,29.29,673.80,6.74,0.00067379788014,0.000168449470035,1.6845,316,alive,111.28,323.74,212.458097531687
69LALA,69LALAL,6,9,E4,C,LALA,L,34.67,944.06,9.44,0.00094405779006,0.000236014447515,2.3601,368,alive,160.65,512.27,351.618271550949
69LALA,69LALAL,6,9,E5,C,LALA,L,32.46,827.54,8.28,0.00082753796664,0.00020688449166,2.0688,347,alive,139.19,428.20,289.017202148482
69LALA,69LALAL,6,9,E6,C,LALA,L,48.1,1817.11,18.17,0.001817109294,0.0004542773235,4.5428,344,alive,327.73,1248.74,921.007058751261
69LALA,69LALAL,6,9,F2,C,LALA,L,35.08,966.52,9.67,0.00096651826656,0.00024162956664,2.4163,377,alive,164.82,528.92,364.107495525219
69LALA,69LALAL,6,9,F3,C,LALA,L,27.03,573.83,5.74,0.00057382965486,0.000143457413715,1.4346,270,alive,93.43,260.19,166.759377761535
69LALA,69LALAL,6,9,F4,C,LALA,L,33.95,905.25,9.05,0.0009052540035,0.000226313500875,2.2631,361,alive,153.47,483.83,330.357121420104
69LALA,69LALAL,6,9,F5,C,LALA,L,28.79,650.99,6.51,0.00065098986414,0.000162747466035,1.6275,373,alive,107.18,308.92,201.733118920181
69LALA,69LALAL,6,9,F6,C,LALA,L,35.15,970.38,9.70,0.0009703793715,0.000242594842875,2.4259,352,alive,165.53,531.80,366.267786333395
612ACSA,612ACSAL,6,12,B2,C,ACSA,L,17.85,250.25,2.50,0.0002502461115,6.2561527875E-05,0.6256,68,alive,51.58,116.43,64.8437837467114
612ACSA,612ACSAL,6,12,B3,C,ACSA,L,21.71,370.18,3.70,0.00037017794814,9.2544487035E-05,0.9254,135,alive,81.12,204.38,123.263694522875
612ACSA,612ACSAL,6,12,B4,C,ACSA,L,19.44,296.81,2.97,0.00029681334144,7.420333536E-05,0.7420,125,alive,62.84,148.79,85.9549288588459
612ACSA,612ACSAL,6,12,B5,C,ACSA,L,23.66,439.66,4.40,0.00043966346424,0.00010991586606,1.0992,118,alive,98.97,261.71,162.738341704481
612ACSA,612ACSAL,6,12,B6,C,ACSA,L,20.3,323.66,3.24,0.000323655486,8.09138715E-05,0.8091,165,alive,69.45,168.51,99.0542496511208
612ACSA,612ACSAL,6,12,C2,C,ACSA,L,24.76,481.50,4.81,0.00048149543904,0.00012037385976,1.2037,140,alive,109.93,298.23,188.29036505985
612ACSA,612ACSAL,6,12,C3,C,ACSA,L,18.49,268.51,2.69,0.00026851263054,6.7128157635E-05,0.6713,125,alive,55.96,128.83,72.8723999607589
612ACSA,612ACSAL,6,12,C4,C,ACSA,L,16.53,214.60,2.15,0.00021460340286,5.3650850715E-05,0.5365,124,alive,43.19,93.36,50.1701490841166
612ACSA,612ACSAL,6,12,C5,C,ACSA,L,19.47,297.73,2.98,0.00029773013886,7.4432534715E-05,0.7443,143,alive,63.06,149.45,86.3914323118883
612ACSA,612ACSAL,6,12,C6,C,ACSA,L,19.54,299.87,3.00,0.00029987483064,7.496870766E-05,0.7497,142,alive,63.59,151.00,87.4156119143179
612ACSA,612ACSAL,6,12,D2,C,ACSA,L,20.41,327.17,3.27,0.00032717258574,8.1793146435E-05,0.8179,126,alive,70.32,171.14,100.818830435358
612ACSA,612ACSAL,6,12,D3,C,ACSA,L,22.17,386.03,3.86,0.00038603109006,9.6507772515E-05,0.9651,125,alive,85.15,217.08,131.930207401804
612ACSA,612ACSAL,6,12,D4,C,ACSA,L,21.83,374.28,3.74,0.00037428150606,9.3570376515E-05,0.9357,156,alive,82.16,207.65,125.487176830093
612ACSA,612ACSAL,6,12,D5,C,ACSA,L,22.67,403.64,4.04,0.00040363975806,0.000100909939515,1.0091,144,alive,89.65,231.45,141.795518688812
612ACSA,612ACSAL,6,12,D6,C,ACSA,L,22.1,383.60,3.84,0.000383597214,9.58993035E-05,0.9590,126,alive,84.53,215.11,130.586294318657
612ACSA,612ACSAL,6,12,E2,C,ACSA,L,19.65,303.26,3.03,0.0003032606115,7.5815152875E-05,0.7582,113,alive,64.42,153.46,89.0411398571996
612ACSA,612ACSAL,6,12,E3,C,ACSA,L,15.79,195.82,1.96,0.00019581914814,4.8954787035E-05,0.4895,109,alive,38.85,81.84,42.9944821314015
612ACSA,612ACSAL,6,12,E4,C,ACSA,L,21.84,374.62,3.75,0.00037462449024,9.365612256E-05,0.9366,133,alive,82.25,207.92,125.673650817966
612ACSA,612ACSAL,6,12,E5,C,ACSA,L,16.6,216.42,2.16,0.000216424824,5.4106206E-05,0.5411,123,alive,43.61,94.50,50.886957785348
612ACSA,612ACSAL,6,12,E6,C,ACSA,L,18.85,279.07,2.79,0.0002790702915,6.9767572875E-05,0.6977,125,alive,58.51,136.18,77.6630654859154
612ACSA,612ACSAL,6,12,F2,C,ACSA,L,20.81,340.12,3.40,0.00034012226094,8.5030565235E-05,0.8503,136,alive,73.55,180.96,107.409866593482
612ACSA,612ACSAL,6,12,F3,C,ACSA,L,16.62,216.95,2.17,0.00021694664376,5.423666094E-05,0.5424,122,alive,43.73,94.83,51.0929895563218
612ACSA,612ACSAL,6,12,F4,C,ACSA,L,21.88,376.00,3.76,0.00037599799776,9.399949944E-05,0.9400,108,alive,82.59,209.02,126.421372897991
612ACSA,612ACSAL,6,12,F5,C,ACSA,L,21.43,360.69,3.61,0.00036069094446,9.0172736115E-05,0.9017,148,alive,78.72,196.90,118.176895020531
612ACSA,612ACSAL,6,12,F6,C,ACSA,L,25.11,495.20,4.95,0.00049520420334,0.000123801050835,1.2380,135,alive,113.56,310.50,196.942076864699
613PIST,613PISTL,6,13,B2,C,PIST,L,32.85,847.54,8.48,0.0008475428115,0.000211885702875,2.1189,180,alive,185.79,357.31,171.517015227178
613PIST,613PISTL,6,13,B3,C,PIST,L,36.68,1056.69,10.57,0.00105669475296,0.00026417368824,2.6417,199,alive,239.33,471.96,232.632021792807
613PIST,613PISTL,6,13,B4,C,PIST,L,48.44,1842.89,18.43,0.00184288894944,0.00046072223736,4.6072,221,alive,453.23,952.12,498.893965578558
613PIST,613PISTL,6,13,B5,C,PIST,L,41.56,1356.57,13.57,0.00135656926944,0.00033914231736,3.3914,206,alive,318.83,646.85,328.020143937911
613PIST,613PISTL,6,13,B6,C,PIST,L,36.65,1054.97,10.55,0.0010549669515,0.000263741737875,2.6374,174,alive,238.88,470.99,232.107722956469
613PIST,613PISTL,6,13,C2,C,PIST,L,54.25,2311.48,23.11,0.0023114812875,0.000577870321875,5.7787,198,alive,587.87,1267.19,679.324774063388
613PIST,613PISTL,6,13,C3,C,PIST,L,39.18,1205.65,12.06,0.00120564586296,0.00030141146574,3.0141,204,alive,278.45,557.40,278.953456548795
613PIST,613PISTL,6,13,C4,C,PIST,L,53.94,2285.14,22.85,0.00228513983544,0.00057128495886,5.7128,215,alive,580.18,1249.00,668.815547784563
613PIST,613PISTL,6,13,C5,C,PIST,L,28.77,650.09,6.50,0.00065008571166,0.000162521427915,1.6252,85,alive,137.02,255.68,118.662035554069
613PIST,613PISTL,6,13,C6,C,PIST,L,37.69,1115.69,11.16,0.00111568905294,0.000278922263235,2.7892,208,alive,254.73,505.45,250.716290992803
613PIST,613PISTL,6,13,D2,C,PIST,L,47.72,1788.51,17.89,0.00178851162336,0.00044712790584,4.4713,218,alive,437.91,916.81,478.90300968981
613PIST,613PISTL,6,13,D3,C,PIST,L,32.95,852.71,8.53,0.0008527107435,0.000213177685875,2.1318,190,alive,187.09,360.06,172.96705788021
613PIST,613PISTL,6,13,D4,C,PIST,L,0,0.00,0.00,0,0,0.0000,0,dead,0.00,0.00,0
613PIST,613PISTL,6,13,D5,C,PIST,L,26.01,531.34,5.31,0.00053133888654,0.000132834721635,1.3283,140,alive,108.69,198.23,89.5338589059009
613PIST,613PISTL,6,13,D6,C,PIST,L,39.43,1221.08,12.21,0.00122108093646,0.000305270234115,3.0527,160,alive,282.55,566.42,283.876158191153
613PIST,613PISTL,6,13,E2,C,PIST,L,51.05,2046.83,20.47,0.0020468329035,0.000511708225875,5.1171,255,alive,511.27,1086.95,575.679215728437
613PIST,613PISTL,6,13,E3,C,PIST,L,23.61,437.81,4.38,0.00043780717134,0.000109451792835,1.0945,141,alive,87.03,155.26,68.2318741973028
613PIST,613PISTL,6,13,E4,C,PIST,L,42.36,1409.30,14.09,0.00140929788384,0.00035232447096,3.5232,230,alive,333.09,678.73,345.636312325821
613PIST,613PISTL,6,13,E5,C,PIST,L,38.81,1182.98,11.83,0.00118298212494,0.000295745531235,2.9575,197,alive,272.45,544.21,271.766004866591
613PIST,613PISTL,6,13,E6,C,PIST,L,32.77,843.42,8.43,0.00084341977566,0.000210854943915,2.1085,192,alive,184.75,355.11,170.362458679475
613PIST,613PISTL,6,13,F2,C,PIST,L,53.94,2285.14,22.85,0.00228513983544,0.00057128495886,5.7128,275,alive,580.18,1249.00,668.815547784563
613PIST,613PISTL,6,13,F3,C,PIST,L,40.69,1300.37,13.00,0.00130036800894,0.000325092002235,3.2509,181,alive,303.71,613.22,309.509243282593
613PIST,613PISTL,6,13,F4,C,PIST,L,20.34,324.93,3.25,0.00032493223224,8.123305806E-05,0.8123,98,alive,61.80,106.58,44.7778651543214
613PIST,613PISTL,6,13,F5,C,PIST,L,40.1,1262.93,12.63,0.001262931054,0.0003157327635,3.1573,201,alive,293.69,591.03,297.334647582609
613PIST,613PISTL,6,13,F6,C,PIST,L,30.76,743.13,7.43,0.00074312788704,0.00018578197176,1.8578,202,alive,159.76,302.69,142.928006281609
620QURU,620QURUL,6,20,B2,C,QURU,L,28.69,646.48,6.46,0.00064647538494,0.000161618846235,1.6162,235,alive,147.40,521.05,373.646758057445
620QURU,620QURUL,6,20,B3,C,QURU,L,24.02,453.14,4.53,0.00045314469816,0.00011328617454,1.1329,180,alive,104.90,337.76,232.856271209136
620QURU,620QURUL,6,20,B4,C,QURU,L,23.47,432.63,4.33,0.00043263044286,0.000108157610715,1.0816,217,alive,100.35,319.20,218.845470480569
620QURU,620QURUL,6,20,B5,C,QURU,L,27.36,587.93,5.88,0.00058792656384,0.00014698164096,1.4698,289,alive,134.60,464.06,329.465652836036
